AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Eccentricity,EdgeCount,Indegree,IsSingleNode,label,name,NeighborhoodConnectivity,Outdegree,PartnerOfMultiEdgedNodePairs,selected,SelfLoops,shared name,Stress
1,0,1,0,1,1,0,FALSE,Cre10.g420100,Cre10.g420100,3,1,0,FALSE,0,Cre10.g420100,0
7.244680851,0.26710441,0.138032305,0.109090909,17,11,1,FALSE,Cre14.g614500,Cre14.g614500,9.363636364,10,0,FALSE,0,Cre14.g614500,314255339
2.942857143,0.221294432,0.339805825,0.064102564,7,13,4,FALSE,"Cre07.g345800,Cre07.g345850","Cre07.g345800,Cre07.g345850",8.692307692,9,0,FALSE,0,"Cre07.g345800,Cre07.g345850",51875792
0,0,0,0,0,2,2,FALSE,Cre16.g657450,Cre16.g657450,2.5,0,0,FALSE,0,Cre16.g657450,0
3.090909091,0.001699114,0.323529412,0,5,2,1,FALSE,Cre12.g499600,Cre12.g499600,8.5,1,0,FALSE,0,Cre12.g499600,121077
0,0,0,0.2,0,15,15,FALSE,Cre06.g278650,Cre06.g278650,17.6,0,0,FALSE,0,Cre06.g278650,0
5.353135314,0.045180967,0.186806412,0.1,11,5,1,FALSE,g11679,g11679,9.4,4,0,FALSE,0,g11679,18034969
1.5,0.197572117,0.666666667,0.16025641,2,13,11,FALSE,Cre17.g699500,Cre17.g699500,12.61538462,2,0,FALSE,0,Cre17.g699500,536041714
0,0,0,0.2,0,6,6,FALSE,Cre03.g163400,Cre03.g163400,16.5,0,0,FALSE,0,Cre03.g163400,0
4.507246377,0.005101677,0.221864952,0.066666667,7,6,3,FALSE,Cre05.g233650,Cre05.g233650,8.666666667,3,0,FALSE,0,Cre05.g233650,570905
4.46875,0.002407115,0.223776224,0.232142857,7,8,3,FALSE,Cre17.g715300,Cre17.g715300,14.125,5,0,FALSE,0,Cre17.g715300,807248
0,0,0,0.2,0,6,6,FALSE,g7544,g7544,7.666666667,0,0,FALSE,0,g7544,0
7.342465753,0.003898503,0.13619403,0.083333333,12,4,1,FALSE,Cre06.g265150,Cre06.g265150,10.25,3,0,FALSE,0,Cre06.g265150,536615
1.571428571,0.197912928,0.636363636,0.160714286,3,8,4,FALSE,Cre12.g502150,Cre12.g502150,7.875,4,0,FALSE,0,Cre12.g502150,163413134
2.25,0,0.444444444,0.5,4,2,0,FALSE,Cre10.g418250,Cre10.g418250,7,2,0,FALSE,0,Cre10.g418250,0
2.166666667,1.60E-04,0.461538462,0,4,3,1,FALSE,"Cre01.g042850,DVR1","Cre01.g042850,DVR1",3.333333333,2,0,FALSE,0,"Cre01.g042850,DVR1",11406
2.857142857,0,0.35,0,5,1,0,FALSE,"Cre10.g465750,g11412","Cre10.g465750,g11412",3,1,0,FALSE,0,"Cre10.g465750,g11412",0
2,0.001767496,0.5,0.190909091,3,11,10,FALSE,Cre02.g078150,Cre02.g078150,10.36363636,1,0,FALSE,0,Cre02.g078150,158522
0,0,0,0.066666667,0,6,6,FALSE,Cre12.g493550,Cre12.g493550,7,0,0,FALSE,0,Cre12.g493550,0
5.862637363,0.019851281,0.170571696,0.128205128,10,13,7,FALSE,g83,g83,9.153846154,6,0,FALSE,0,g83,4682191
5.864130435,0.001830498,0.170528267,0.285714286,10,7,5,FALSE,"Cre03.g171250,g3529","Cre03.g171250,g3529",12.57142857,2,0,FALSE,0,"Cre03.g171250,g3529",2615956
5.918644068,0.008613015,0.168957617,0.159090909,10,12,4,FALSE,Cre06.g311450,Cre06.g311450,9.5,8,0,FALSE,0,Cre06.g311450,4062758
6.064308682,0.001649046,0.164899258,0.174242424,10,12,3,FALSE,g14212,g14212,9.5,9,0,FALSE,0,g14212,152923
4.650224215,0.004337979,0.215043394,0.138888889,9,9,2,FALSE,g18086,g18086,8.888888889,7,0,FALSE,0,g18086,5936546
6.134615385,0,0.163009404,0.5,10,5,1,FALSE,g4396,g4396,11.4,4,0,FALSE,0,g4396,0
4.556935818,0.006297249,0.219445706,0.095833333,9,16,1,FALSE,g13995,g13995,8.4375,15,0,FALSE,0,g13995,7214165
5.105263158,0,0.195876289,0.194444444,10,9,0,FALSE,Cre10.g464950,Cre10.g464950,10.11111111,9,0,FALSE,0,Cre10.g464950,0
1.6,1.19E-04,0.625,0,2,3,1,FALSE,Cre06.g301806,Cre06.g301806,7,2,0,FALSE,0,Cre06.g301806,9445
5.77540107,0,0.173148148,0,11,2,0,FALSE,"Cre10.g464300,Cre10.g464325","Cre10.g464300,Cre10.g464325",9,2,0,FALSE,0,"Cre10.g464300,Cre10.g464325",0
0,0,0,0.1,0,5,5,FALSE,"g11881,g11882","g11881,g11882",8,0,0,FALSE,0,"g11881,g11882",0
1.928571429,0.002286618,0.518518519,0.267973856,4,18,7,FALSE,g683,g683,15.94444444,11,0,FALSE,0,g683,429824
1.4,0.001819842,0.714285714,0,2,4,1,FALSE,g16699,g16699,2.75,3,0,FALSE,0,g16699,129680
0,0,0,0.25,0,4,4,FALSE,Cre02.g084200,Cre02.g084200,11.75,0,0,FALSE,0,Cre02.g084200,0
4.458333333,0.006376884,0.224299065,0.453535354,7,45,34,FALSE,Cre09.g389100,Cre09.g389100,155.6,11,0,FALSE,0,Cre09.g389100,1617346
1,3.26E-04,1,0.375,1,8,7,FALSE,g12065,g12065,100.25,1,0,FALSE,0,g12065,172783
3.452631579,0.00346569,0.289634146,0.15,7,5,2,FALSE,Cre16.g681100,Cre16.g681100,22.4,3,0,FALSE,0,Cre16.g681100,704862
3.576923077,0.00156661,0.279569892,0.166666667,6,3,2,FALSE,g1914,g1914,11.33333333,1,0,FALSE,0,g1914,142615
5.444444444,0.007893859,0.183673469,0.1,12,6,2,FALSE,Cre03.g156100,Cre03.g156100,21,4,0,FALSE,0,Cre03.g156100,4898077
1,0.048373566,1,0.190958165,1,39,37,FALSE,g16786,g16786,54.56410256,2,0,FALSE,0,g16786,338210775
1,0,1,0,1,1,0,FALSE,g10589,g10589,3,1,0,FALSE,0,g10589,0
0,0,0,0,0,3,3,FALSE,g6283,g6283,11.66666667,0,0,FALSE,0,g6283,0
8.438390093,0,0.118506017,0.333333333,18,3,1,FALSE,Cre16.g680700,Cre16.g680700,33,2,0,FALSE,0,Cre16.g680700,0
5.3,0.076076663,0.188679245,0.120915033,9,18,15,FALSE,g17761,g17761,18,3,0,FALSE,0,g17761,42708691
12.92836041,0,0.077349329,0.5,28,2,0,FALSE,Cre10.g427600,Cre10.g427600,23.5,2,0,FALSE,0,Cre10.g427600,0
4.611650485,0.020267793,0.216842105,0.111111111,11,10,6,FALSE,Cre09.g398650,Cre09.g398650,41.7,4,0,FALSE,0,Cre09.g398650,18022884
1,0,1,0.5,1,2,1,FALSE,Cre12.g545950,Cre12.g545950,4.5,1,0,FALSE,0,Cre12.g545950,0
0,0,0,0,0,1,1,FALSE,Cre09.g394450,Cre09.g394450,12,0,0,FALSE,0,Cre09.g394450,0
0,0,0,0.083333333,0,4,4,FALSE,g10310,g10310,9,0,0,FALSE,0,g10310,0
5.416216216,0.005723218,0.184630739,0.142857143,11,7,3,FALSE,"Cre10.g459300,Cre10.g459350","Cre10.g459300,Cre10.g459350",12,4,0,FALSE,0,"Cre10.g459300,Cre10.g459350",2221504
1.5,0,0.666666667,0,2,1,0,FALSE,Cre10.g423350,Cre10.g423350,2,1,0,FALSE,0,Cre10.g423350,0
5.484102564,0.081730746,0.18234524,0.316176471,18,17,9,FALSE,g8771,g8771,29.82352941,8,0,FALSE,0,g8771,93945078
3.191489362,0.001603252,0.313333333,0.2,5,5,3,FALSE,Cre16.g678250,Cre16.g678250,10.6,2,0,FALSE,0,Cre16.g678250,159940
1,2.62E-05,1,0,1,2,1,FALSE,Cre17.g721150,Cre17.g721150,2,1,0,FALSE,0,Cre17.g721150,1868
6.379058442,0,0.156762947,0.416666667,15,4,0,FALSE,g10440,g10440,69.25,4,0,FALSE,0,g10440,0
5.568181818,0.003437846,0.179591837,0,10,4,1,FALSE,Cre03.g202700,Cre03.g202700,7,3,0,FALSE,0,Cre03.g202700,786273
5.347648262,0.137977886,0.186998088,0.222943723,18,22,8,FALSE,Cre07.g342350,Cre07.g342350,31.18181818,14,0,FALSE,0,Cre07.g342350,143746370
3.090909091,3.71E-04,0.323529412,0.247252747,5,14,13,FALSE,Cre17.g696400,Cre17.g696400,75.78571429,1,0,FALSE,0,Cre17.g696400,158058
1,2.61E-05,1,0.333333333,1,3,2,FALSE,g16544,g16544,7,1,0,FALSE,0,g16544,1859
1.6,8.08E-05,0.625,0.166666667,2,3,1,FALSE,Cre16.g652200,Cre16.g652200,7,2,0,FALSE,0,Cre16.g652200,5757
5.477272727,0.001025275,0.182572614,0.15,9,5,1,FALSE,Cre02.g074370,Cre02.g074370,6.4,4,0,FALSE,0,Cre02.g074370,101607
1.5,2.69E-05,0.666666667,0,2,2,1,FALSE,Cre03.g149850,Cre03.g149850,9.5,1,0,FALSE,0,Cre03.g149850,1919
0,0,0,0,0,2,2,FALSE,Cre09.g393300,Cre09.g393300,2,0,0,FALSE,0,Cre09.g393300,0
0,0,0,0,0,1,1,FALSE,Cre01.g012300,Cre01.g012300,14,0,0,FALSE,0,Cre01.g012300,0
1.333333333,7.76E-05,0.75,0,2,3,1,FALSE,g4376,g4376,2.333333333,2,0,FALSE,0,g4376,5529
0,0,0,0,0,3,3,FALSE,"Cre09.g406500,Cre09.g406550,g10078","Cre09.g406500,Cre09.g406550,g10078",7,0,0,FALSE,0,"Cre09.g406500,Cre09.g406550,g10078",0
5.361774744,0,0.186505411,0.35,14,5,0,FALSE,Cre10.g456500,Cre10.g456500,111.4,5,0,FALSE,0,Cre10.g456500,0
5.462593516,0.034990927,0.183063228,0.252380952,18,15,5,FALSE,Cre13.g591300,Cre13.g591300,53.46666667,10,0,FALSE,0,Cre13.g591300,36309446
0,0,0,0,0,1,1,FALSE,Cre02.g107150,Cre02.g107150,14,0,0,FALSE,0,Cre02.g107150,0
2.425,0.43248182,0.412371134,0.229249012,5,23,13,FALSE,g17001,g17001,25.30434783,10,0,FALSE,0,g17001,1195012352
7.396419437,0.787284433,0.135200553,0,16,3,1,FALSE,g11430,g11430,5.333333333,2,0,FALSE,0,g11430,1534800576
1.5,0,0.666666667,0,2,1,0,FALSE,Cre10.g452400,Cre10.g452400,3,1,0,FALSE,0,Cre10.g452400,0
5.702754036,0.047968631,0.175353872,0.133333333,15,6,2,FALSE,Cre13.g571200,Cre13.g571200,13.33333333,4,0,FALSE,0,Cre13.g571200,10577677
5.983822042,0.150044757,0.167117269,0.189473684,18,20,3,FALSE,Cre13.g567800,Cre13.g567800,53.75,17,0,FALSE,0,Cre13.g567800,68841575
1.333333333,0.001862672,0.75,0.107142857,2,8,6,FALSE,"Cre05.g247250,Cre05.g247300","Cre05.g247250,Cre05.g247300",23.5,2,0,FALSE,0,"Cre05.g247250,Cre05.g247300",2359592
1.666666667,0,0.6,0,3,3,0,FALSE,Cre10.g455350,Cre10.g455350,2.666666667,3,0,FALSE,0,Cre10.g455350,0
1,0.057371286,1,0,1,3,2,FALSE,Cre16.g671500,Cre16.g671500,6,1,0,FALSE,0,Cre16.g671500,87923284
8,0.021795736,0.125,0,19,3,2,FALSE,Cre04.g224450,Cre04.g224450,3,1,0,FALSE,0,Cre04.g224450,7911288
5.055643879,1.017920718,0.197798742,0.206349206,16,36,21,FALSE,Cre03.g150900,Cre03.g150900,47.94444444,15,0,FALSE,0,Cre03.g150900,956943530
5.295857988,0.03691926,0.188826816,0.175724638,17,24,15,FALSE,Cre02.g104300,Cre02.g104300,42,9,0,FALSE,0,Cre02.g104300,29692312
5.454545455,0.085475714,0.183333333,0.166666667,11,7,5,FALSE,"Cre13.g583950,g14336","Cre13.g583950,g14336",34.71428571,2,0,FALSE,0,"Cre13.g583950,g14336",56731101
5.232018561,0.291606638,0.19113082,0.221014493,17,24,8,FALSE,Cre09.g389700,Cre09.g389700,45.33333333,16,0,FALSE,0,Cre09.g389700,533096213
5.744781784,0,0.174071016,0.333333333,16,3,0,FALSE,Cre10.g445700,Cre10.g445700,19,3,0,FALSE,0,Cre10.g445700,0
2.75,0.016661933,0.363636364,0.320833333,4,16,13,FALSE,g8954,g8954,54.4375,3,0,FALSE,0,g8954,20851995
4.022321429,0.345319939,0.248612653,0.207207207,9,37,30,FALSE,Cre08.g359900,Cre08.g359900,57.59459459,7,0,FALSE,0,Cre08.g359900,916121656
4.973333333,0.037834142,0.201072386,0.185714286,10,15,12,FALSE,g15856,g15856,32.66666667,3,0,FALSE,0,g15856,14616679
6.362990654,0.562958615,0.157158804,0.245454545,15,11,1,FALSE,Cre10.g444150,Cre10.g444150,41.18181818,10,0,FALSE,0,Cre10.g444150,5475187099
0,0,0,0,0,2,2,FALSE,"Cre03.g152850,Cre03.g152900","Cre03.g152850,Cre03.g152900",2.5,0,0,FALSE,0,"Cre03.g152850,Cre03.g152900",0
1,0,1,0,1,1,0,FALSE,"Cre10.g443850,g10913","Cre10.g443850,g10913",2,1,0,FALSE,0,"Cre10.g443850,g10913",0
5.1375,0,0.194647202,0.5,8,2,0,FALSE,Cre10.g443600,Cre10.g443600,15,2,0,FALSE,0,Cre10.g443600,0
4.936658749,0.246197882,0.202566159,0.252136752,13,27,8,FALSE,g4720,g4720,36.40740741,19,0,FALSE,0,g4720,303893085
5.402604757,0.05386771,0.185095902,0.258893281,14,23,3,FALSE,Cre17.g701850,Cre17.g701850,34.56521739,20,0,FALSE,0,Cre17.g701850,32827593
6.313892529,0.07488995,0.158380903,0.30952381,14,7,5,FALSE,Cre09.g413350,Cre09.g413350,33.71428571,2,0,FALSE,0,Cre09.g413350,498619495
5.099637681,0.190345151,0.196092362,0.244444444,12,10,4,FALSE,Cre03.g182050,Cre03.g182050,16.1,6,0,FALSE,0,Cre03.g182050,87407229
0,0,0,0,0,1,1,FALSE,Cre12.g516650,Cre12.g516650,5,0,0,FALSE,0,Cre12.g516650,0
1.25,0.003823836,0.8,0.2,2,5,2,FALSE,Cre02.g088450,Cre02.g088450,15.4,3,0,FALSE,0,Cre02.g088450,2074803
1,0.059721092,1,0.166666667,1,4,3,FALSE,Cre06.g286900,Cre06.g286900,8,1,0,FALSE,0,Cre06.g286900,99888980
0,0,0,0,0,2,2,FALSE,Cre17.g722400,Cre17.g722400,5,0,0,FALSE,0,Cre17.g722400,0
0,0,0,0.066666667,0,6,6,FALSE,g1902,g1902,6,0,0,FALSE,0,g1902,0
6.974339036,0,0.143382763,0.1,17,5,0,FALSE,Cre10.g462400,Cre10.g462400,17.8,5,0,FALSE,0,Cre10.g462400,0
6.786324786,1.33E-04,0.147355164,0.166666667,12,4,1,FALSE,Cre09.g413950,Cre09.g413950,4.25,3,0,FALSE,0,Cre09.g413950,16371
1.5,2.77E-04,0.666666667,0.1,2,5,4,FALSE,Cre12.g486350,Cre12.g486350,3.8,1,0,FALSE,0,Cre12.g486350,19768
4.45,0.002404695,0.224719101,0,8,3,2,FALSE,g2391,g2391,4.333333333,1,0,FALSE,0,g2391,179877
1,2.53E-05,1,0,1,2,1,FALSE,Cre06.g290100,Cre06.g290100,2.5,1,0,FALSE,0,Cre06.g290100,1802
1,0,1,0.5,1,2,1,FALSE,Cre05.g240000,Cre05.g240000,19.5,1,0,FALSE,0,Cre05.g240000,0
5.804216867,0,0.172288531,0.333333333,11,3,0,FALSE,Cre10.g462100,Cre10.g462100,6.666666667,3,0,FALSE,0,Cre10.g462100,0
4.836858006,0.008410946,0.206745784,0.1,10,6,2,FALSE,Cre08.g373550,Cre08.g373550,8.333333333,4,0,FALSE,0,Cre08.g373550,4237715
1.928571429,0.016487819,0.518518519,0.125,3,9,4,FALSE,Cre12.g524100,Cre12.g524100,7.777777778,5,0,FALSE,0,Cre12.g524100,1530336
1.5,1.27E-05,0.666666667,0.2,2,5,4,FALSE,Cre08.g372500,Cre08.g372500,7,1,0,FALSE,0,Cre08.g372500,1813
1.285714286,0,0.777777778,0.1,2,5,0,FALSE,Cre10.g462350,Cre10.g462350,3.6,5,0,FALSE,0,Cre10.g462350,0
1,0,1,0.333333333,1,3,0,FALSE,Cre10.g460350,Cre10.g460350,5.333333333,3,0,FALSE,0,Cre10.g460350,0
3.428571429,0.038793443,0.291666667,0.166666667,5,4,1,FALSE,Cre10.g458250,Cre10.g458250,5.75,3,0,FALSE,0,Cre10.g458250,9595539
1,0.062768365,1,0.2,1,5,4,FALSE,Cre03.g153550,Cre03.g153550,5,1,0,FALSE,0,Cre03.g153550,87043394
1.5,0.125706757,0.666666667,0.119047619,2,7,6,FALSE,g9218,g9218,7,1,0,FALSE,0,g9218,174174717
6.212649945,0,0.16096191,0,18,3,0,FALSE,Cre10.g461150,Cre10.g461150,12,3,0,FALSE,0,Cre10.g461150,0
0,0,0,0.166666667,0,4,4,FALSE,Cre17.g697750,Cre17.g697750,5,0,0,FALSE,0,Cre17.g697750,0
4.913043478,0,0.203539823,0,9,2,0,FALSE,Cre10.g461250,Cre10.g461250,2.5,2,0,FALSE,0,Cre10.g461250,0
5.25136612,0.02336829,0.190426639,0.225,17,16,6,FALSE,g18097,g18097,53.5,10,0,FALSE,0,g18097,17981045
7.520992366,0.004891765,0.132961177,0.166666667,13,7,1,FALSE,g12483,g12483,10.85714286,6,0,FALSE,0,g12483,1613703
7.814108675,0,0.127973649,0.5,14,2,0,FALSE,Cre10.g456550,Cre10.g456550,14.5,2,0,FALSE,0,Cre10.g456550,0
3.071428571,0,0.325581395,0.333333333,5,3,0,FALSE,Cre10.g457000,Cre10.g457000,7.666666667,3,0,FALSE,0,Cre10.g457000,0
3.519736842,0.001849315,0.28411215,0.25,8,4,3,FALSE,Cre08.g382850,Cre08.g382850,56,1,0,FALSE,0,Cre08.g382850,848892
1,0.001231481,1,0.083333333,1,4,2,FALSE,g16737,g16737,3.25,2,0,FALSE,0,g16737,87754
2.296296296,0.003972246,0.435483871,0.125,4,8,2,FALSE,Cre14.g610950,Cre14.g610950,9.25,6,0,FALSE,0,Cre14.g610950,295644
8.736720554,0.315378272,0.114459424,0.097222222,18,9,3,FALSE,Cre16.g681550,Cre16.g681550,9.222222222,6,0,FALSE,0,Cre16.g681550,118720301
9.708141321,0.003842006,0.103006329,0.083333333,19,4,1,FALSE,Cre16.g695650,Cre16.g695650,7.25,3,0,FALSE,0,Cre16.g695650,1170608
0,0,0,0,0,2,2,FALSE,Cre09.g408300,Cre09.g408300,4.5,0,0,FALSE,0,Cre09.g408300,0
7.684889435,0,0.13012549,0.083333333,19,4,0,FALSE,Cre11.g474700,Cre11.g474700,6.5,4,0,FALSE,0,Cre11.g474700,0
0,0,0,0,0,1,1,FALSE,Cre02.g140900,Cre02.g140900,17,0,0,FALSE,0,Cre02.g140900,0
4.375,4.68E-04,0.228571429,0.083333333,7,4,3,FALSE,Cre02.g117200,Cre02.g117200,13.75,1,0,FALSE,0,Cre02.g117200,54161
3.461538462,0.051026834,0.288888889,0.180147059,7,17,8,FALSE,Cre16.g692200,Cre16.g692200,47,9,0,FALSE,0,Cre16.g692200,18260201
2.97260274,0,0.33640553,0.5,5,4,2,FALSE,Cre03.g153000,Cre03.g153000,75.5,2,0,FALSE,0,Cre03.g153000,0
8.097442144,0,0.123495788,0.19047619,21,7,0,FALSE,Cre11.g469550,Cre11.g469550,34.28571429,7,0,FALSE,0,Cre11.g469550,0
4.470588235,0.011054615,0.223684211,0.214285714,11,7,3,FALSE,Cre12.g486600,Cre12.g486600,16.28571429,4,0,FALSE,0,Cre12.g486600,2145747
1.5,4.99E-05,0.666666667,0,2,2,1,FALSE,Cre17.g698750,Cre17.g698750,5,1,0,FALSE,0,Cre17.g698750,3554
4.041533546,0.006673319,0.24743083,0.097222222,8,9,2,FALSE,Cre09.g412150,Cre09.g412150,9.888888889,7,0,FALSE,0,Cre09.g412150,1744374
3.741176471,0.421112363,0.267295597,0.069444444,7,9,5,FALSE,Cre03.g192400,Cre03.g192400,7.333333333,4,0,FALSE,0,Cre03.g192400,252265075
1,0.031659063,1,0.055555556,1,10,9,FALSE,Cre02.g103800,Cre02.g103800,8.3,1,0,FALSE,0,Cre02.g103800,23950035
6.884696017,0.00654793,0.145249695,0.314102564,15,13,4,FALSE,g7098,g7098,49.61538462,9,0,FALSE,0,g7098,3978875
3.085526316,0.90627275,0.324093817,0.237556561,7,52,27,FALSE,"Cre12.g504250,RPS23","Cre12.g504250,RPS23",47.5,25,0,FALSE,0,"Cre12.g504250,RPS23",3190374011
12.13837375,0,0.082383359,0.25,28,4,0,FALSE,Cre11.g476550,Cre11.g476550,19.25,4,0,FALSE,0,Cre11.g476550,0
3.729813665,0,0.268109908,0.053571429,8,8,0,FALSE,Cre11.g477950,Cre11.g477950,11.375,8,0,FALSE,0,Cre11.g477950,0
5.048780488,0.505848596,0.198067633,0.174242424,16,33,12,FALSE,g11494,g11494,39.90909091,21,0,FALSE,0,g11494,1194239539
5.01076555,0.129183008,0.199570303,0.274853801,16,19,10,FALSE,Cre01.g029500,Cre01.g029500,46.89473684,9,0,FALSE,0,Cre01.g029500,177824384
0,0,0,0.388888889,0,9,9,FALSE,g3450,g3450,17.66666667,0,0,FALSE,0,g3450,0
1,0,1,0,1,1,0,FALSE,g11927,g11927,9,1,0,FALSE,0,g11927,0
1,2.49E-05,1,0,1,2,1,FALSE,Cre16.g666500,Cre16.g666500,4.5,1,0,FALSE,0,Cre16.g666500,1777
2.333333333,0.164925533,0.428571429,0.145833333,4,16,10,FALSE,Cre13.g591750,Cre13.g591750,38.9375,6,0,FALSE,0,Cre13.g591750,178670728
5.413294798,0.00288998,0.184730379,0.35,17,5,1,FALSE,Cre12.g488000,Cre12.g488000,70.2,4,0,FALSE,0,Cre12.g488000,668568
6.68767507,1.96E-04,0.149528796,0.416666667,17,4,2,FALSE,"Cre17.g710200,g17200","Cre17.g710200,g17200",48.25,2,0,FALSE,0,"Cre17.g710200,g17200",94691
1.2,4.69E-04,0.833333333,0.211111111,2,10,6,FALSE,Cre10.g454000,Cre10.g454000,13.6,4,0,FALSE,0,Cre10.g454000,98596
6.053475936,5.23E-04,0.165194346,0.19047619,10,7,1,FALSE,g10497,g10497,9.428571429,6,0,FALSE,0,g10497,63630
4.591639871,0,0.217787115,0,9,2,0,FALSE,g11636,g11636,7.5,2,0,FALSE,0,g11636,0
6.382716049,0,0.156673114,0,10,1,0,FALSE,g11635,g11635,7,1,0,FALSE,0,g11635,0
3.350943396,0.084194856,0.298423423,0.239766082,8,19,10,FALSE,Cre01.g011050,Cre01.g011050,54.31578947,9,0,FALSE,0,Cre01.g011050,60825539
5.46779661,0,0.182889027,0.282051282,13,13,0,FALSE,g11461,g11461,39.23076923,13,0,FALSE,0,g11461,0
3.780487805,4.79E-04,0.264516129,0.3,8,11,8,FALSE,Cre03.g176750,Cre03.g176750,45.72727273,3,0,FALSE,0,Cre03.g176750,3335402
3.521008403,0.008681582,0.284009547,0.313186813,9,14,6,FALSE,Cre12.g555700,Cre12.g555700,64.78571429,8,0,FALSE,0,Cre12.g555700,46818232
4.027607362,0.011132926,0.248286367,0.160714286,9,8,3,FALSE,g6400,g6400,16,5,0,FALSE,0,g6400,9556318
1.428571429,0.005457857,0.7,0.017857143,2,8,4,FALSE,"Cre01.g050600,g1119","Cre01.g050600,g1119",3.25,4,0,FALSE,0,"Cre01.g050600,g1119",440980
6.861884368,0.014632901,0.145732564,0.160714286,13,8,3,FALSE,g11871,g11871,9.875,5,0,FALSE,0,g11871,241722667
6.873526259,0.014921584,0.145485732,0.142857143,13,8,4,FALSE,Cre12.g502350,Cre12.g502350,10.125,4,0,FALSE,0,Cre12.g502350,241708407
5.908796296,0,0.169239207,0.136363636,15,11,0,FALSE,g11677,g11677,24.18181818,11,0,FALSE,0,g11677,0
6.155080214,0.017487137,0.16246742,0.159090909,16,12,1,FALSE,g1848,g1848,13.41666667,11,0,FALSE,0,g1848,13171756
3.740484429,0.006987351,0.267345051,0.089285714,8,8,1,FALSE,Cre17.g731500,Cre17.g731500,17.875,7,0,FALSE,0,Cre17.g731500,4261358
5.925266904,0.019559494,0.168768769,0.119047619,10,7,3,FALSE,Cre07.g343400,Cre07.g343400,8.428571429,4,0,FALSE,0,Cre07.g343400,10747444
6.64516129,0.053343997,0.150485437,0.181578947,20,20,9,FALSE,g15426,g15426,66.5,11,0,FALSE,0,g15426,1489600222
6.759358289,0,0.147943038,0,12,1,0,FALSE,g11750,g11750,8,1,0,FALSE,0,g11750,0
2.2,0.025743748,0.454545455,0.139473684,3,20,19,FALSE,g9991,g9991,42.2,1,0,FALSE,0,g9991,234269498
6.991636174,0.053237743,0.143028037,0.357142857,15,8,2,FALSE,Cre17.g732850,Cre17.g732850,63.25,6,0,FALSE,0,Cre17.g732850,276131794
1,1.07E-04,1,0.15,1,5,4,FALSE,g17895,g17895,3.6,1,0,FALSE,0,g17895,7605
0,0,0,0.15,0,5,5,FALSE,Cre17.g740350,Cre17.g740350,4,0,0,FALSE,0,Cre17.g740350,0
0,0,0,0.5,0,2,2,FALSE,g17882,g17882,5.5,0,0,FALSE,0,g17882,0
1,0,1,0.166666667,1,3,0,FALSE,g11723,g11723,4,3,0,FALSE,0,g11723,0
0,0,0,0,0,2,2,FALSE,Cre02.g106850,Cre02.g106850,1.5,0,0,FALSE,0,Cre02.g106850,0
1,0,1,0,1,1,0,FALSE,g11863,g11863,2,1,0,FALSE,0,g11863,0
0,0,0,0,0,2,2,FALSE,g14290,g14290,4,0,0,FALSE,0,g14290,0
2.25,0.001816811,0.444444444,0,3,2,1,FALSE,Cre14.g622050,Cre14.g622050,6,1,0,FALSE,0,Cre14.g622050,129464
6.423265592,0,0.15568405,0.5,16,2,0,FALSE,Cre11.g476400,Cre11.g476400,21.5,2,0,FALSE,0,Cre11.g476400,0
5.691756272,0,0.175692695,0.5,13,3,2,FALSE,g18398,g18398,82,1,0,FALSE,0,g18398,0
1,4.63E-05,1,0.083333333,1,4,3,FALSE,"Cre12.g494900,Cre12.g494950","Cre12.g494900,Cre12.g494950",2.5,1,0,FALSE,0,"Cre12.g494900,Cre12.g494950",3299
4.88,0,0.204918033,0,9,2,0,FALSE,Cre11.g469400,Cre11.g469400,9.5,2,0,FALSE,0,Cre11.g469400,0
1.8,0,0.555555556,0,3,2,0,FALSE,"Cre11.g479150,g11896","Cre11.g479150,g11896",4.5,2,0,FALSE,0,"Cre11.g479150,g11896",0
4.438943894,0.393711582,0.22527881,0.128676471,9,17,6,FALSE,"Cre10.g465050,g11396","Cre10.g465050,g11396",24.94117647,11,0,FALSE,0,"Cre10.g465050,g11396",242256441
5.273809524,5.17E-04,0.189616253,0.166666667,10,4,1,FALSE,"Cre01.g028200,Cre01.g028250,g644","Cre01.g028200,Cre01.g028250,g644",15,3,0,FALSE,0,"Cre01.g028200,Cre01.g028250,g644",52353
4.670229008,0.013300095,0.214122262,0.107142857,9,8,1,FALSE,"Cre16.g668050,g16277","Cre16.g668050,g16277",17,7,0,FALSE,0,"Cre16.g668050,g16277",5096555
0,0,0,0,0,3,3,FALSE,Cre06.g276000,Cre06.g276000,5,0,0,FALSE,0,Cre06.g276000,0
4.755102041,6.43E-05,0.210300429,0.30952381,9,7,4,FALSE,Cre13.g585150,Cre13.g585150,18.85714286,3,0,FALSE,0,Cre13.g585150,26704
0,0,0,0,0,2,2,FALSE,"Cre12.g535450,g13170","Cre12.g535450,g13170",12,0,0,FALSE,0,"Cre12.g535450,g13170",0
7.502920561,0,0.133281432,0,20,1,0,FALSE,Cre11.g477900,Cre11.g477900,27,1,0,FALSE,0,Cre11.g477900,0
9.549648163,8.41E-04,0.1047159,0.166666667,24,3,1,FALSE,Cre10.g435500,Cre10.g435500,7.666666667,2,0,FALSE,0,Cre10.g435500,59904
